Name,Category,URL,SubCategory
s0392_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0392_kidney_right.nii.g_1.stl,kidney
s0392_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0392_liver.nii.g_1.stl,liver
s0393_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0393_aorta.nii.g_1.stl,aorta
s0393_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0393_kidney_right.nii.g_1.stl,kidney
s0393_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0393_liver.nii.g_1.stl,liver
s0394_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0394_aorta.nii.g_1.stl,aorta
s0394_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0394_kidney_right.nii.g_1.stl,kidney
s0394_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0394_liver.nii.g_1.stl,liver
s0395_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0395_aorta.nii.g_1.stl,aorta
s0398_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0398_aorta.nii.g_1.stl,aorta
s0398_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0398_kidney_right.nii.g_1.stl,kidney
s0398_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0398_liver.nii.g_1.stl,liver
s0399_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0399_kidney_right.nii.g_1.stl,kidney
s0399_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0399_liver.nii.g_1.stl,liver
s0400_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0400_aorta.nii.g_1.stl,aorta
s0401_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0401_aorta.nii.g_1.stl,aorta
s0401_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0401_kidney_right.nii.g_1.stl,kidney
s0401_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0401_liver.nii.g_1.stl,liver
s0402_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0402_aorta.nii.g_1.stl,aorta
s0402_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0402_kidney_right.nii.g_1.stl,kidney
s0402_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0402_liver.nii.g_1.stl,liver
s0403_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0403_aorta.nii.g_1.stl,aorta
s0403_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0403_kidney_right.nii.g_1.stl,kidney
s0403_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0403_liver.nii.g_1.stl,liver
s0405_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0405_aorta.nii.g_1.stl,aorta
s0405_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0405_liver.nii.g_1.stl,liver
s0406_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0406_aorta.nii.g_1.stl,aorta
s0406_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0406_kidney_right.nii.g_1.stl,kidney
s0406_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0406_liver.nii.g_1.stl,liver
s0407_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0407_aorta.nii.g_1.stl,aorta
s0407_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0407_kidney_right.nii.g_1.stl,kidney
s0407_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0407_liver.nii.g_1.stl,liver
s0408_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0408_aorta.nii.g_1.stl,aorta
s0408_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0408_kidney_right.nii.g_1.stl,kidney
s0408_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0408_liver.nii.g_1.stl,liver
s0411_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0411_aorta.nii.g_1.stl,aorta
s0412_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0412_aorta.nii.g_1.stl,aorta
s0412_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0412_kidney_right.nii.g_1.stl,kidney
s0412_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0412_liver.nii.g_1.stl,liver
s0413_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0413_aorta.nii.g_1.stl,aorta
s0413_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0413_liver.nii.g_1.stl,liver
s0414_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0414_aorta.nii.g_1.stl,aorta
s0414_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0414_kidney_right.nii.g_1.stl,kidney
s0414_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0414_liver.nii.g_1.stl,liver
s0416_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0416_aorta.nii.g_1.stl,aorta
s0416_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0416_kidney_right.nii.g_1.stl,kidney
s0416_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0416_liver.nii.g_1.stl,liver
s0419_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0419_aorta.nii.g_1.stl,aorta
s0420_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0420_aorta.nii.g_1.stl,aorta
s0420_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0420_liver.nii.g_1.stl,liver
s0421_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0421_aorta.nii.g_1.stl,aorta
s0421_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0421_liver.nii.g_1.stl,liver
s0422_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0422_aorta.nii.g_1.stl,aorta
s0422_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0422_kidney_right.nii.g_1.stl,kidney
s0422_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0422_liver.nii.g_1.stl,liver
s0423_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0423_aorta.nii.g_1.stl,aorta
s0423_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0423_kidney_right.nii.g_1.stl,kidney
s0423_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0423_liver.nii.g_1.stl,liver
s0424_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0424_aorta.nii.g_1.stl,aorta
s0424_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0424_liver.nii.g_1.stl,liver
s0425_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0425_aorta.nii.g_1.stl,aorta
s0425_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0425_liver.nii.g_1.stl,liver
s0426_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0426_aorta.nii.g_1.stl,aorta
s0428_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0428_aorta.nii.g_1.stl,aorta
s0428_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0428_kidney_right.nii.g_1.stl,kidney
s0428_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0428_liver.nii.g_1.stl,liver
s0429_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0429_aorta.nii.g_1.stl,aorta
s0429_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0429_kidney_right.nii.g_1.stl,kidney
s0429_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0429_liver.nii.g_1.stl,liver
s0430_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0430_aorta.nii.g_1.stl,aorta
s0430_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0430_kidney_right.nii.g_1.stl,kidney
s0430_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0430_liver.nii.g_1.stl,liver
s0431_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0431_aorta.nii.g_1.stl,aorta
s0431_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0431_kidney_right.nii.g_1.stl,kidney
s0431_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0431_liver.nii.g_1.stl,liver
s0433_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0433_aorta.nii.g_1.stl,aorta
s0433_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0433_kidney_right.nii.g_1.stl,kidney
s0433_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0433_liver.nii.g_1.stl,liver
s0435_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0435_aorta.nii.g_1.stl,aorta
s0436_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0436_aorta.nii.g_1.stl,aorta
s0436_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0436_kidney_right.nii.g_1.stl,kidney
s0436_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0436_liver.nii.g_1.stl,liver
s0437_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0437_aorta.nii.g_1.stl,aorta
s0437_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0437_liver.nii.g_1.stl,liver
s0438_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0438_aorta.nii.g_1.stl,aorta
s0438_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0438_kidney_right.nii.g_1.stl,kidney
s0438_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0438_liver.nii.g_1.stl,liver
s0439_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0439_aorta.nii.g_1.stl,aorta
s0439_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0439_kidney_right.nii.g_1.stl,kidney
s0439_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0439_liver.nii.g_1.stl,liver
s0440_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0440_aorta.nii.g_1.stl,aorta
s0440_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0440_kidney_right.nii.g_1.stl,kidney
s0440_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0440_liver.nii.g_1.stl,liver
s0441_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0441_aorta.nii.g_1.stl,aorta
s0441_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0441_kidney_right.nii.g_1.stl,kidney
s0441_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0441_liver.nii.g_1.stl,liver
s0442_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0442_aorta.nii.g_1.stl,aorta
s0444_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0444_aorta.nii.g_1.stl,aorta
s0444_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0444_liver.nii.g_1.stl,liver
s0445_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0445_aorta.nii.g_1.stl,aorta
s0445_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0445_kidney_right.nii.g_1.stl,kidney
s0445_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0445_liver.nii.g_1.stl,liver
s0446_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0446_aorta.nii.g_1.stl,aorta
s0446_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0446_kidney_right.nii.g_1.stl,kidney
s0446_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0446_liver.nii.g_1.stl,liver
s0447_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0447_aorta.nii.g_1.stl,aorta
s0447_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0447_kidney_right.nii.g_1.stl,kidney
s0447_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0447_liver.nii.g_1.stl,liver
s0450_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0450_aorta.nii.g_1.stl,aorta
s0450_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0450_kidney_right.nii.g_1.stl,kidney
s0450_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0450_liver.nii.g_1.stl,liver
s0452_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0452_aorta.nii.g_1.stl,aorta
s0452_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0452_kidney_right.nii.g_1.stl,kidney
s0452_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0452_liver.nii.g_1.stl,liver
s0454_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0454_aorta.nii.g_1.stl,aorta
s0455_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0455_aorta.nii.g_1.stl,aorta
s0455_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0455_kidney_right.nii.g_1.stl,kidney
s0455_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0455_liver.nii.g_1.stl,liver
s0456_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0456_aorta.nii.g_1.stl,aorta
s0456_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0456_kidney_right.nii.g_1.stl,kidney
s0456_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0456_liver.nii.g_1.stl,liver
s0457_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0457_aorta.nii.g_1.stl,aorta
s0457_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0457_liver.nii.g_1.stl,liver
s0458_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0458_aorta.nii.g_1.stl,aorta
s0458_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0458_kidney_right.nii.g_1.stl,kidney
s0458_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0458_liver.nii.g_1.stl,liver
s0459_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0459_aorta.nii.g_1.stl,aorta
s0459_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0459_kidney_right.nii.g_1.stl,kidney
s0459_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0459_liver.nii.g_1.stl,liver
s0461_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0461_aorta.nii.g_1.stl,aorta
s0461_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0461_kidney_right.nii.g_1.stl,kidney
s0461_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0461_liver.nii.g_1.stl,liver
s0462_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0462_aorta.nii.g_1.stl,aorta
s0462_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0462_kidney_right.nii.g_1.stl,kidney
s0462_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0462_liver.nii.g_1.stl,liver
s0463_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0463_aorta.nii.g_1.stl,aorta
s0463_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0463_kidney_right.nii.g_1.stl,kidney
s0463_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0463_liver.nii.g_1.stl,liver
s0465_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0465_aorta.nii.g_1.stl,aorta
s0465_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0465_liver.nii.g_1.stl,liver
s0467_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0467_aorta.nii.g_1.stl,aorta
s0467_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0467_kidney_right.nii.g_1.stl,kidney
s0467_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0467_liver.nii.g_1.stl,liver
s0468_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0468_aorta.nii.g_1.stl,aorta
s0468_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0468_kidney_right.nii.g_1.stl,kidney
s0468_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0468_liver.nii.g_1.stl,liver
s0469_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0469_aorta.nii.g_1.stl,aorta
s0469_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0469_kidney_right.nii.g_1.stl,kidney
s0469_liver.nii.g_1.stl,liver,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0469_liver.nii.g_1.stl,liver
s0470_aorta.nii.g_1.stl,aorta,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0470_aorta.nii.g_1.stl,aorta
s0470_kidney_right.nii.g_1.stl,kidney right,https://uni-duisburg-essen.sciebo.de/s/8wGC9bfjwGj0i1W/download?path=%2F&files=s0470_kidney_right.nii.g_1.stl,kidney
